"","user","grade","review"
"5879","miya1030","10","중학생 딸이랑 같이 봤어요 월드워z보다 재미있어요~(기대했던거에 비해 재미가 없었음)부산행은 몰입력이..대단했어요. 뭔가 계속 날 쫒아오는..서울역도 기대가 되지만...전문성우가 아니라 기대안하고 볼라고요ㅠㅠ이 무더운 여름~얇은 담요나 가디건 챙겨서 영화관으로~~!!"
"5880","명원","2","요줌 볼만한 영화가 없다 보니 이것도 별루야!!"
"5881","늙은여우","9","무더위에 시간죽이기로 이안한 영화도 없다. 신파 조롱하는데, 신파가 뭐 어때서?"
"5882","주은","10",""
"5883","이슬이","10",""
"5884","행복한 지윤","10","어차피 평가는 지극히 주관적인것 ~내 재미있음 만점 ㅎ 아님 말고ㅎ 앤딩 알고 봤는데.. 많이 울었어요 ㅠㅜ"
"5885","-영원-","0","최악에 최악에 영화 좀비영화를 좋아 하는사람으로 써는 최악이네요설정오류부터 시작해서 리얼한 느낌이 너무 떨어지네요영화보다가 중간에 나갈려고 했는데 가운데 있어서 못나갔네요절대절대 보지 마세요"
"5886","에스메랄다","5","좀비 장면들에서 웃음이 나오는 건 왜지?더운 여름방학에 개봉해서 다행이지 다른 시즌이었다면 폭망했을듯."
"5887","hwan","10","재미있고 볼만함"
"5888","달구지","7","정통좀비 영화를 즐기는 분은 비추할수도 ....빠르다고 다 긴장감이 생기진 않죠 역시 좀비는 서서히 조여오는 ......그리고 마지막이 좀 아쉽네요아역배우는 연기도 잘하고 나중에 크게될듯"
"5889","조용한개벽","1","형편없는 저급 좀비영화"
"5890","비상","1","내용 이해하기 힘들어요"
"5891","hoosaja","6","몬 내용인지는 알겠는데 마무리가 아쉽다는 해결할수있는 제시도없이 끝나버리는 월드워Z에 비해 넘  아니자나"
"5892","안동권가요","7",""
"5893","나는당신께좌빨을원하지않았어요","9","천만될려면 부산까지 갔었어야했다"
"5894","흰손","6","분노조절 장애와 설국열차 그리고 버블 스피너... 나이가 어릴 수록 생존률이 높아진다. 제일 어린애는 뱃속에 있지... 후.."
"5895","cy","8","기대안했는데 재밌었다. 긴장감을 놓칠 수 없었다.. 좀비들의 연기도 괜찮고,,이정도면 선방한거라 생각한다"
"5896","민들레","8","그간 웬만한 좀비영화는 다 보았지만, 기차를 배경으로 한 색다른 소재라 다소의 신선함은 느낄수 있었다. 엔딩부분은 생존자들의 결코 낙관할 수 없는 미래를 암시하는거 같아 여운이 짙게 남는다. 그리고 예나 지금이나 정부의 발표는 결코 믿을게 못되는구나 ~~"
"5897","김태영","10","감독이  말하려고 한것은 ""극한 상황에서 인간이 얼마나 이기적일 수 있는가""와 ""또 어떻게 변화될 수 있는가""라면  잘 표현했다고  할수있겠다."
"5898","사랑해","3","사람이 갑자기 좀비가 되어 공포가 다가오는데 아역배우가 풍경감상하듯 기차밖을보는 장면에서...이게모야...했네요.관객은 감정이입되어 막 걱정하는데...아~~~이 영화 짜임이 그냥 좀비 딱 그거만 집중해서 누가누가 도망 잘가나!  이것만 초점을 둔영화"
"5899","초록빛소나기","0","와이프가 좀비물광이라서 4D로 봤는데 돈이 아까운것보다 이딴걸 보려고 CGV에서 허비한 시간이 짜증났다."
"5900","도니누맘","10","재밌음"
"5901","fhdekfl","4","긴장감도 그닥이고.. 아역배우 울때도 연기를 잘해서 그런건지 듣기 싫은 짜증나는 소리였네요... 그렇다고 뭘 말하려는건지도 잘 모르겠구.."
"5902","생각대로이뤄진다","7","잼나긴 함 시간 때우기론 좋음 엔딩은 진짜 별로"
"5903","HS","5","한국 좀비영화치곤  선방시간때우기 좋은영화악역분 빼고  연기 죄다못함워킹데드 좋아하시는분은  보지마시길"
"5904","공정사회","9","볼만함"
"5905","러블리팅커벨","1",""
"5906","boony","10","완전 재미있어요 감동도 있구  시간가는줄 몰랐어요  완전강추^^"
"5907","나띵","10","굴곡진 우리 현대사를 열차 한 대에 고스란히 녹여낸 수작."
"5908","coogi","2","이게 뭐야. 왜 이렇게 평점이 좋아요?평점도 왜 이리 높아?재미도 감동도 아무것도 없어요.정말 돈 아까운 영화입니다.알바라도 풀었는지 왜 이렇게들 평이 좋은건지이해가 안가네요"
"5909","물귀신천사","10","와우!!~~~~왜진작에 나오지 않았나?근데 소희가 젤못하더라..ㅠㅠ 이제 잘하겠지??"
"5910","니에토","9","인간의 이기심과 윗선의 무책임함을 잘 꼬집은 영화지루하지 않고 잘짜여진 좋은 영화"
"5911","roedeer","1","이것도 영화라고...  한심하네요. 설국열차 보고  나와 너무 돈생각 나더니  부산행도 비슷하네요. 정말 본전 생각납니다."
"5912","옥탑방구석","9","여태 나온 한국 좀비 블록버스터에 한 걸음 걷다"
"5913","lmg","9","영화다운 오락성과 흥미지진함이 최고임"
"5914","Hill","10","재난에 대처하는 정부의 모습에서 웃음이~이기적인 인간의 모습~그림자 공유의 죽음~생존자에 대한 사살명령~터널에서 울려 나오는 노래소리~잼 뿐만 아닌 스토리가 있는 영화~!☆☆☆☆☆"
"5915","세계평화","10","좋은영화"
"5916","봄 보리똥","1","내용도 없고 아무의미도 없음  머니 아까워"
"5917","우주정복","7","좀비나오는 재난영화에서 얼마나 큰 스토리를 기대하리.. 나올만한 스토리는 다 나왔음에 만족하며 한국형 재난영화(?)라고 무능한 정부 vs 국민이야기라던가 좀비 영화라고 백신구해 세상을 구한다는 능력자 안나오는 것만으로도 나름 신선한 영화아닐까요?"
"5918","gmslks","10","좀비 영화 뻔한 스토리지만 나름 스릴있고 감동받아 10점 준다"
"5919","안산판매","5",""
"5920","서인의","0","전문가 평점 이 높아서 보았더니유치한 장면 묘사와어정쩡한 스토리절대보아서는 안되는 졸작이것도영화라고 ㅜㅜ중간에 나와버리고싶은 몇안되는 영화"
"5921","김조안나","1","절대로봐선안될영화 돈아깝고 시간아깝다"
"5922","구름마지","7",""
"5923","영어달인","10","일단 잼있습니다..스릴감..긴장감..시간일단 빨리 가구요..눈물많으신분은 티슈나 손수건을 반드시 들고가셔야 할듯.."
"5924","홍콩무비키드","8","제목을 바꿔야 한다 '부산행'에서 '의성을 보았다'로"
"5925","쇼하고있네","7","공유 마동석의 연기는 갑,,,하지만 스토리가 빈약해 허전한느낌;; 한국 좀비영화치곤 새로운스타일과 액션이 시선을 압도하네요,,,시원한여름에 볼만한 영화 !!"
"5926","초록내음","9","끔찍하기도 하고 매우 속상하게 만드는 영화... 우리네 모습을 연상케 하는, 그렇지만 봐도 괜찮을 영화..."
"5927","Ezakjkd1015","9","재밌고 무섭고 아쉬운 결말 슬프다"
"5928","도리","9","기승전결과 연출 모두 대단합니다. 다양한 캐릭터들 개성이 살아있고, 좀비 빼고 모든 게 현실적인 영화."
"5929","정인수","10",""
"5930","초인","0","별 준사람들은  알바냐ㅈ? 아니믄 낚을려고그러냐"
"5931","김은진","1","내 생애 최악의 영화"
"5932","정지윤","4","설국열차 랑 워킹데드 안본분은 재미있을 수도 있을거 같네요.... 저는 다 봐서 그런지 ㅠㅠ  정말 노잼 ... 일뻔 했는데 마동석씨 덕분에 본전 잼 ;; 이영화는 좀 숨겨놓고 국내에서만 봤으면 하는 바람...;;;"
"5933","바다","7","푹~ 빠지지 못한 앞뒤가 안맞는듯한 아쉬움이 있네...."
"5934","다클로즐","7","그냥 생각없이 볼 영화임!! 후기를 쓰기엔 그닥..."
"5935","행복합니다","1","완전 실망!!!스토리도 없고 시간죽이기 영화"
"5936","거송","8","한여름을 시원하게 하는 영화입니다"
"5937","메롱","3","작품성은 없고 오락성만 있음. 공유 좋아하는데 캐릭터가 별로임. 마동석만 괜찮았고 여기저기 암유발도 많고 역시 할리우드 따라가기엔 제작비가 문제가 아닌듯. 이런영화가 천만이라니 어이가 없네"
"5938","솔방울","5",""
"5939","하늘을 날다..","4","여자들이 좋아할거 같은 영화 네요..감성 자극... 개연성 부족 .... 진행의 부재..스토리이해 어렵고.."
"5940","캬라멜디아즈","9","무더운 여름에 딱 어울리는 영화~끝날때까지 발 동동 구르고 주먹 꼭 쥐고봄 ㅎㅎ"
"5941","최유진","10",""
"5942","즐거운편지","10","딸아이랑 재밌게 봤습니다 전혀 지루하지 않고 재밌게 봤네요"
"5943","박상일","9",""
"5944","진유2","10","오랫만에... 시간과 돈이 아깝지 않은 영화를 봤어요~"
"5945","고돌이","6","국민의 안보를 책임져야 할 국가의 무능함을 우회적으로 그리고 있다는 점은 인정합니다.하지만 그것 조차도 기억되지 못할 만큼 잡으려고 애쓰는 좀비와 도망치려는 사람들의 모습만 떠오르네요.  예전 영화 연가시가 오버랩되는 것은 비단 저뿐이 아닐 겁니다."
"5946","왕두꺼비","2","뭔가가 빠진듯..."
"5947","좋은나라","10",""
"5948","skys","9","재미와 감동을 모두 주는영화,"
"5949","공경","10","정말 잘봤습니다감상평은 실명제로 해야할듯합니다머하나 빠지지 않는듯합니다천만은 무난할듯"
"5950","gray","7","시대상을 반영한 괜찮은 수작.정부요인들은 필수 관람요망 ^^"
"5951","너를이루는말들","10","연출 연기 구현된상황삼박자 잘 맞아떨어집니다. 처음부터 끝까지 심장쫄깃 쫄깃 잘봤습니다.한국영화에 새로운 물꼬를 튼영화곡성과 더불어 흥하라 응원합니다.강추합니다!"
"5952","클릭비짱","0","기대한만큼은 아닌거같아요"
"5953","hiop1899","9","어제 딸이랑 보고 너무 잼났어요원래 존비 이런 영화 절대 안보는데감동까지 주네요~딸은 여러번 울었네요"
"5954","Chiang","8","허술해보이는 상황이나 설정, 연기에 가끔씩 헐~하긴 하지만, 심장을 쫄깃하게 만드는 전개 속도도 좋고...자리에서 일어날 때 상당히 흡족하고 만족스러운 영화.솔직히 요즘 영화 이거 말고는 볼 거 없어서 보긴 했지만그런 불만이 싹 사라지는 영화였어요."
"5955","꾼둘","1","기승전결이 없는~~ 돈만 들이부은 영화"
"5956","일신절연물산","7",""
"5957","손성진","1","평점에 낙인 영화.. 스토리가 너무 빈약하고 단순.."
"5958","Sheikh Mansour","10","한국영화보면서 끝날 때까지 심장이 쫄깃쫄깃 한 영화를 본것은 인생 최초다.시간 어떻게 지나간 줄 모른다. 실감나는 좀비연기와 생존자들과의 갈등이 적나라하게 그려져 있다. 보고 밤 지하철을 타는데 지하철사람들이 죄다 이상하게 느껴졌다 자리에 앉아서 가다가 헉!!! 걸음걸이가 이상한 사람이 온다 다시염통이뛴다"
"5959","이현정","0","많이 별로"
"5960","더리틀짐","6","한국판 좀비물 전개도 나름 깔끔했지만 공유의 카리스마가 부족하고 마동석, 마지막까지 민폐남 빼곤 미스캐스팅...  좀비 연기자들이 영화를 살림"
"5961","나에짱","10",""
"5962","마음가짐™","8","좀비 액션씬 볼만함. 첨과 끝만 좀 식상"
"5963","hongjib","8","뭔가 생각이 많아지는 설정들.. 우리 영화도 좀비물이 어색하지 않았다."
"5964","디오션","7","좀비가 한국영화에서 어색하지 않았음에 만족"
"5965","soo","9","혹평이 많은걸 알고 봤는데도 전 1초도 지루하지 않게 잘 봤어요. 저도 그랬지만 다른 관객들도 엄청 몰입하고 보던데요. 깊에 들어가기 보다는 여러 생각없이 보기에 전 좋았습니다. 한국영화 이렇게 지루하지 않게 본 적도 처음인 듯 싶어요. 자세한 스토리 모르고 본게 더 재미있게 본 이유인 것 같기도 하네요. ^^"
"5966","Korean혈통","5","한국에서 좀비영화를 이정도 찍어냈으면 박수를 보낼만도. 하지만 몇 장면에서 연출의 아쉬움이 너무도 명확히 보였었던.  여성쪽에선 높은평점. 남성쪽에선 그저그런 평점이 예상되는 영화. 하지만 한국에서 좀비를 주제로 이만하면 성공적이라 생각됨."
"5967","오호라둥둥","5","좀비는 무서웠으나 스토리를 기대하면 안되는 영화.분장팀에게는 박수.작가와 감독은 거저 먹은  영화."
"5968","형","8","4DX 2D로 봤는데 괜찮았어요~~ 이 영화는 4DX 2D로 보는걸 진심 추천합니다!"
"5969","feeler","8","재미대신 뭔가 많은 여운을 남겨준 영화 ~ 그리고 만약(약스포) 그사람이 진짜 방아쇠를 당겼다면 난 0점을 줬을것이다 ^^"
"5970","oxytocine","0","어이가 없다"
"5971","신보규","4","억지 감동 선사 너무 부자연스럽네요"
"5972","wind","10","기대안했는데 스피디하고 재밌었습니다. ^^ 여기 스포가 많네요. 안보신분들은 되도록 아무정보없이 그냥 보시길 추천드려요."
"5973","매난국죽","8","마지막은 타버린 열정."
"5974","최상규","10",""
"5975","풀향기","9","월드워Z 에 뒤지지않는 좀비영화였던것 같다ㆍ마지막에 공유가 딸과 임산부를 살리고 달리는 기차에서 스스로  떨어지는 장면이그림자로 보여질때 눈물이<U+11A2>ㅠㅠ"
"5976","아돌군","7","....영화는 재미있는데, 다음 영화 평점 댓글에서 스포일러 당해서 좀 김이 빠졌음.스포일러 쓰는 사람들 진짜 생각 없나요.. 이거 어떻게 못하나.;"
"5977","twlight","6","무서웠어요 꾸메 나올까 두려움"
"5978","나무마루","3","극장가서 볼영화는 아닌것 같네요 ㅎㅎ 마동석 말고는 볼게 없음"
